,cont1,cont2,exp1,exp2
C08021,5.68969152419891,5.06038970289552,6.51570591519891,6.94812386989552
C14082,1.19008910882894,1.15022831645356,0.636002861828941,0.845806108453557
C01728,3.37765969371957,3.29687256166264,3.82898730171957,3.06933710666264
C11480,7.6480086425992,7.03749529942104,7.7696657625992,7.09629831042104
C02939,6.23127369860535,6.07475912408177,7.72052471260535,8.01101342408177
C12486,7.18333791107072,7.27021460738811,6.93985934307072,7.52557503638811
C16422,5.61320972302726,5.84480673938491,6.90406600502726,5.68725106438491
C08348,4.77968247503429,4.55263539789942,4.59314139103429,5.50748869889942
C04458,3.15137445374543,3.52698448236171,5.21453097774543,4.21093017236171
C06821,8.18582750743839,8.23282648103457,7.55599846043839,8.54839004603457
C01217,5.09002119624376,5.36224518869053,5.90085476024376,4.53094956269053
C05979,3.56974319866424,3.56105017382509,5.35265011366424,3.98917797082509
C05445,6.73044619943428,6.96574106767583,6.25273365243428,5.76816961867583
C06327,7.1488819165558,6.6648846391428,8.3480328195558,6.3193936611428
C03592,8.79130954839716,8.26114245996118,9.00293864839716,8.77943873796118
C05658,3.79400539278981,4.17479728085113,3.59860278878981,4.75503171585113
C11545,4.21826435855373,4.56226611271192,2.75110336455373,6.42503830071192
C01640,4.16755593693962,4.5918720594689,2.83537897793962,5.0990399284689
C03492,4.24868515435922,4.1084515692165,4.73611275735922,5.2927721532165
C07864,4.26673810859528,4.21443188638777,5.07760535159528,4.16219378838777
C04877,4.40864509459823,4.71407945770785,5.01134182359823,4.76505198970785
C01536,7.88364082039974,7.68607852678315,7.52920281939974,8.39344925478315
C15544,3.60492341617392,4.0502673551962,3.82878820917392,3.7262031351962
C03344,4.22366498815728,4.80725007681846,4.73262645715728,6.07694101581846
C03799,6.30507290434303,6.55891015387687,6.77233255534303,8.29167504987687
C02765,7.24954489307026,7.97621698999514,8.14134019707026,9.66609104099514
C13355,3.45577839395214,3.32766563512562,4.75427221095214,4.12148882412562
C10923,3.98382756772343,4.55897337902149,3.93834619572343,5.47880713102149
C16390,6.04724118099603,5.28674059742476,4.86888731899603,6.96020312842476
C02906,7.03550845307594,7.13535461370991,8.87670853107594,6.83309818470991
C07566,4.49767082382404,4.47528648654562,4.11790202982404,4.17731524154562
C04390,2.14001310522278,1.52030129548009,2.65806992022278,-1.25078951451991
C03641,8.41824206420176,8.44360030347252,7.97857025020176,7.97389047847252
C07949,7.87013914462325,8.14152705401159,6.68673886262325,9.14433220301159
C06141,3.57925770830024,3.65823542430341,3.73615903830024,5.34154419830341
C15570,4.86986485268883,4.96357459724182,4.17065963168883,6.75872929924182
C12263,1.48106252926814,0.924462570398006,0.603607512268137,1.21454112639801
C02010,6.1394459436382,6.26657125471193,5.1911213796382,7.54494246371194
C07882,8.22469359640357,8.56672273732529,8.78914945040357,8.88806155932529
C03965,1.72543870579057,1.60520905482717,1.20663507979057,2.15210982382717
C14734,3.44086297359651,2.24174979066409,3.94176494859651,-0.168349372335907
C00060,3.71764613249887,3.76676667122756,3.63416350249887,3.22193333822756
C04656,3.63773721285769,2.69306458187271,3.93979948085769,4.05022465087271
C00101,0.933428808764101,0.610097639482854,0.937657777764101,1.28388869548285
C05984,6.00192711849581,5.65973719861824,6.12913417249581,5.17033872461824
C02549,1.93640372006851,2.38925277048918,2.93985730906851,1.50058795648918
C01871,4.95000472144347,5.23233578999805,4.77290574644347,5.83826497599805
C00941,6.18596944205058,6.51943025981453,5.42815602705058,7.20299007981453
C13700,4.60360915703072,4.46362104618822,4.43840016003072,3.83398833718822
C06732,6.78401678494705,6.8611276933939,6.64041072094705,6.9746861223939
C13016,4.94856985816369,5.09551900147023,5.25414878616369,5.98792627747023
C01099,3.70467909882867,3.26219934665383,4.22655594182867,1.61252222665383
C14422,6.29271883006928,6.66161743700599,7.86776509306928,6.89835205600599
C11391,4.13233451994082,4.03393765070959,5.15918676694082,4.26434170070959
C01405,8.54522236995701,8.77209128230494,8.20999488795701,8.65772849030494
C00159,4.96348057767398,5.16858035171208,6.18153064567398,7.51987204471208
C00892,6.70562998720106,6.438556139278,6.17402720620106,5.035048937278
C00489,5.41032580648805,5.25768450946839,5.30809304048805,6.94490589246838
C00127,-1.01609719784096,-1.33598837162251,-1.26000303684096,-0.958931309622506
C11025,2.26777613734203,2.02094412998794,1.37374929834203,2.43803184398794
C00257,4.15179547971038,3.47413013136701,3.94800113571038,3.37554048136701
C00153,5.47360732749112,5.79057019331368,7.01880896749112,6.03082921831368
C00301,0.314553759282081,0.23135529455077,0.781799496282081,0.65077091355077
C01324,6.92339326676142,6.28470143527821,9.61876073776142,5.34596922827821
C00194,3.79114853229112,4.43297371663552,4.54905750429112,4.43564987663552
C03413,3.49424544127417,3.17731221760227,3.47339255227417,3.14278046660227
C04336,1.88877681491151,2.4193752423055,1.64034281491151,1.7105332013055
C02779,2.09221252399788,2.60593977670846,2.27637811799788,0.0180932947084576
C11054,5.11266367210882,5.00707153501452,4.67736665110882,5.56807638201452
C06791,6.01873881334778,6.1768460895761,5.58253734834778,8.1825041395761
C02727,0.804234080431401,0.325637454542491,0.845149096431401,-0.0998422354575086
C05297,2.99127604110133,3.20519909236423,1.86393625410133,3.32225955336423
C03783,6.07154344450518,6.6815444015396,6.53440007550518,6.4316557075396
C16565,4.09392583070016,4.4440979635136,5.31690511970016,5.18691348251359
C05775,9.33073700363453,9.10238398921074,8.66352016763453,9.39587073421074
C00392,7.49149334549621,7.03872645217582,9.06501863849621,8.42791656617582
C11991,6.19099606813919,6.28838749895374,6.79942433813919,6.36202762995374
C08817,5.00976889907638,4.65008589673954,4.70449035907638,5.35882440273954
C04738,5.55872156411052,5.04714963808308,6.46376291911052,6.62651791708308
C00566,3.58818774946475,3.34261650478836,3.63499359746475,3.83065125678836
C04718,6.2560343059145,5.24248225680667,6.7290005249145,4.68840823680667
C07518,7.96042792017141,8.28383714019635,7.85310329517141,10.0644137651964
C02142,7.16685982016657,7.3207971409194,6.54749492816657,6.3192782319194
C05634,3.37351148667182,3.85282480621273,2.41798689667182,4.77175230821273
C01674,1.76224630155282,1.01031075706088,3.41585414555282,2.88660270806088
C06880,4.78068860102352,4.77780490445237,6.03650944502352,3.32726282245237
C04330,5.88177874183395,6.04216810533963,5.82353553183396,6.26684374433963
C15025,7.70198795961719,7.68414517808713,8.14445438161719,7.19450995208713
C14358,2.36278103093287,2.15503575492964,2.72814790993287,3.04943840392964
C02060,5.7287691852149,6.32827275426022,5.9402271342149,5.74638741726022
C10119,5.46699967017704,5.98354132494729,7.41600629617704,5.46030359694729
C03293,7.3879105225181,7.80633357934176,7.7124607445181,7.98154330034176
C01261,4.94418005574085,5.05604159185034,5.18844198174085,7.93237571385034
C07577,4.28540229099149,3.87088949830311,5.13596718599149,4.55641485330311
C00394,2.70637172776327,2.64089776567352,5.07108139776327,5.58445633567352
C14202,3.96515903281275,4.04165078696687,4.03371582281275,4.28938662896687
C03594,4.27575245484346,3.9936534648815,5.28794348784345,3.17911788488149
C09821,9.70110865157821,9.13444839806247,9.60555801557821,6.84864959106247
C15611,9.89306275139992,9.21237014982378,9.67539881439992,10.4312883448238
C00682,4.66659344103145,4.93556574455986,5.17267380503145,5.84135027455986
C12864,2.91266512187622,2.95691637725055,3.02546352587622,1.67968021625055
C00645,1.05413013185065,0.902969565708129,-0.149087901149346,-2.41890400429187
C05302,6.02934326687606,5.98905829220174,5.46177540787606,5.98626722720174
C14299,2.81885283253029,3.16849731406037,2.51064463153029,2.61931589206037
C02965,9.56931865108873,9.69941947227044,10.8243548300887,11.0611799952704
C03281,3.22876485468408,2.9304218315116,2.91456213368408,2.6126623595116
C06361,5.22221285949144,4.52384484047416,4.03063156249144,4.38891951647416
C01468,12.6205533614213,12.6076533157652,13.9457221554213,10.6091895327652
C08117,2.78218000411349,3.20236789956004,3.12025134311349,2.53924776456004
C05815,5.61513324884291,5.28014848801933,6.17177870484291,6.28421278901933
C11060,2.78621105554967,3.25556944370168,2.26311281154967,2.99515165370168
C14823,5.69530729764392,5.93700822384269,4.22615609364392,6.72795836584269
C00252,3.25347092987591,3.58829411606265,3.34208756187591,4.32169013506265
C06670,5.15460624547385,4.95868130724957,5.48381559747385,5.06840634424957
C05127,4.40626271568676,4.32289722579965,5.54936834168676,3.35985589679965
C16569,2.63351551913466,1.82730725005178,1.43587270213466,1.38270406805178
C11592,5.0225853768478,4.60863169696784,1.6940295578478,4.72008309596784
C06905,6.98320207211873,6.9019751614173,6.59649847911873,5.7498122344173
C00282,8.18793490780747,8.26971038817848,10.3217184678075,8.66035884417848
C05620,2.25457745814166,2.15120900792714,3.37219821314166,-0.230378100072862
C11396,4.50077813391536,4.01676694827666,6.71291974391536,3.71966731227666
C02452,7.31884905371111,7.06754870215841,7.92543783371111,6.19703685515841
C06198,2.77155530431281,3.38896630070492,3.49564795731281,3.60202009670492
C05950,-0.057001377700777,0.205645216187194,-0.909746289700777,-0.678051091812806
C05231,3.12819488297338,3.20933480873476,2.39724894997338,3.52151166773476
C03365,3.06552108412887,3.46690554710377,2.93120566112887,2.98724786310377
C00524,5.09497718465559,5.44436594794931,4.77314511065559,5.82075416194931
C13890,4.19252641300393,4.29691264163982,4.33497845000393,2.58610145463982
C11382,5.46299225648927,5.23526554751417,5.49008006648927,5.52546267751417
C03078,4.15525518414651,4.37253166807054,3.37066866214651,5.52876931907054
C08374,5.7482367893906,5.96841339419714,5.5438771823906,6.42720030219714
C04635,4.26798845000597,3.89331720281468,4.22880722900597,3.50664910981468
C14820,7.38020289304213,7.54176278396499,7.89451479504213,6.32563289696499
C04502,3.52534494948554,2.78050764658469,2.18834315748554,2.91297278258469
C16156,5.58133329087853,4.95517316521244,5.15454022987853,4.91737391621244
C00083,3.23030086343109,3.21773882470761,4.43608722443109,3.92675023770761
C05680,5.41601295774166,5.15818495098669,5.76561944774167,4.47423994898669
C05266,4.90453965504295,4.25541733790542,5.58656532704295,3.99587677390542
C03354,1.63095870772282,1.46771290544,3.19865513672281,0.779396360439997
C03309,4.7115468867621,4.70447953306196,5.2055915327621,5.80441657006196
C12978,7.3604273310053,7.29856738196443,7.5415746930053,9.73098355296443
C06793,6.36279984639901,7.09150984231,5.71623748839901,6.85980563531
C04798,5.2864952617751,5.55422416541035,4.6914451757751,5.57071957041035
C02294,2.61536711257417,2.01762006462141,2.61617068657417,0.632131795621414
C08615,7.33845730557818,6.86477243144208,9.12990944357818,9.68722782144208
C02569,5.15840341789074,4.95992753657433,5.87802400289075,3.61858142857433
C04889,4.09645249446265,3.9000367199388,4.13516509346265,1.9967850869388
C05294,8.28405642560154,8.41157582913228,7.26280137960154,7.85384064513228
C07777,3.46081535680096,3.10025761327649,2.31695832880096,3.25602607427649
C00185,5.6067219215157,5.65716886331846,6.6179848575157,6.34361276031846
C03002,7.56347484236703,7.25742560549415,8.97905293436703,6.08802640449415
C18535,6.20444559034086,6.68251180927382,6.62637635734086,8.27053407527382
C02763,4.38595547092633,4.38679573088168,3.73968202692633,4.90310161488168
C01102,4.16316379315472,4.37637536391526,3.18035091215472,6.21146788991526
C00006,5.71027106009217,5.73565145658983,6.31975110309217,6.09850323058983
C06416,6.02696222919911,5.72050909152802,5.57757078219911,5.29485283152802
C07521,5.03721480065748,4.91545995647002,4.92744224165748,5.26503413847002
C07147,7.63689794451336,8.01492901654901,5.62376793451336,6.04385419354901
C06729,4.86833600032369,4.79634136074917,5.61933752332369,4.18073170574917
C04409,3.59940784336459,3.71848400561007,4.80429651536459,2.13563335361007
C06031,6.07465226304268,6.18996883615381,7.16893867704268,6.82218556315381
C00369,0.596435355292164,0.609184276400498,1.90478811429216,2.4063238464005
C08362,5.78394748759682,5.46704318415659,5.52692194359682,5.49387308515659
C02810,5.99392190484744,5.80361409419152,5.37979774484744,6.55531288019152
C00962,4.5502505691402,4.34049582315612,4.1066781811402,6.31099979515612
C02139,2.76571366933623,3.23028090802032,3.22803371433623,5.03293941702032
C13440,4.21001079337225,4.2581049794386,5.15481968837225,2.0904424504386
C01420,8.09966068447261,8.31616461775358,6.57735906747261,9.37396535475358
C08251,3.51297104040267,3.60375477876654,3.55385874540267,3.81031739076654
C00295,0.336575764540854,0.0973594533821155,0.0771102735408545,-0.833906502617884
C03072,6.62449088441843,6.46727812107858,5.65395296841843,7.15819508207858
C14285,3.9973786855973,3.69253756209553,4.4012789865973,1.51180321409553
C01806,3.97822686809529,3.99940514267119,3.80141292909529,2.97928477167119
C16301,2.56927191768998,2.97624913829484,2.48484418868998,2.37620131029484
C05176,4.95488274330556,4.8272065830803,5.91710055830556,4.9043923420803
C02051,6.40247860085941,6.34861296295175,7.84228131985941,7.25248801095175
C05434,3.8250359488204,3.62746157538905,2.9480663828204,2.81519422738905
C03542,3.78654411716242,3.82165250623472,3.84387324616242,3.11908564523472
C16243,7.19328043000059,6.76751727320281,7.41361205100059,6.11268536520281
C11521,4.50498064583941,4.78944085386029,5.26478166783941,6.81605729286029
C08604,4.68019657335351,4.66500029473966,4.76097535235351,4.10389555973966
C06315,3.74844349852985,2.8210656692315,4.65972991652985,2.6453614612315
C12639,6.80086927120048,6.57317421471739,6.38049482020048,6.87276050371739
C02280,3.01161274146755,2.56952833935081,3.22419489846755,3.52059668135081
C03375,6.69850077176072,6.83668814023335,6.01658054476072,7.51266937823335
C00561,6.61140457795287,7.21761229132321,5.22250375195287,7.20157027432321
C00876,4.06479812801756,4.04280881191892,4.68272256001756,3.28522745491892
C06951,6.69684062744669,6.50574539126059,6.66638656444669,8.24785264026059
C02272,6.97353972719204,7.57400532217386,6.49760913819204,7.56549723017386
C00727,6.15124057703872,6.09735615076948,5.94198888903872,5.10510764676948
C01717,9.04968409083634,9.52477772746646,9.56089096683634,9.51419410846646
C04667,1.07529361754992,0.863033833788219,2.11849813154992,1.75410821478822
C02038,2.67015813872483,2.4960781705647,3.63011179972483,1.0905818045647
C01451,2.24696157253833,2.18324990206171,2.69981605653833,1.95640754406171
C07707,5.33535986893953,5.91378095296463,5.20463219193953,6.71662804996463
C04526,8.16925815831943,8.56908982250276,7.97784790931943,7.44780104350276
C08390,8.3557779059525,8.47435602995199,8.43176561595249,9.82292103695199
C10023,5.97659339678991,6.66998801547684,6.36053585478991,5.92163446847684
C05147,6.75734652512065,6.36545929761556,7.33831280012065,6.44271206361556
C16737,4.71025025194024,4.49738470499383,4.62437053594024,5.01815731799383
C14508,5.93794352014842,6.14149517475405,3.43942993714842,7.80642301375405
C00229,5.75247095425897,5.71503923561485,6.42278356925897,5.54786553661485
C16303,3.47791944988704,3.56944309180486,3.80218025988704,3.90632694780486
C03660,4.41341013249827,4.1619177242667,4.30598940049827,4.7082141772667
C14795,4.73031747118496,4.63222714385764,4.47899339518496,2.50245921685764
C08126,7.78769163234604,7.91620221144558,5.98354589334604,8.58904040744558
C07570,2.92602262060342,3.73258960606635,3.19569387260341,2.86106491106635
C12397,0.771329704392683,0.862789954697807,0.281381726392683,-0.699487435302193
C09248,6.5365564364088,6.5771519974149,7.1876467824088,6.1069357734149
C04540,3.36767875849303,3.8362695106222,2.58210695549303,4.8371661946222
C13741,4.12778615367885,4.71443026369029,2.58651172267885,4.73200123269029
C03741,6.80941006256562,6.62907779657494,7.08610052256562,7.51250391857494
C02391,3.47382747090337,3.12058876651621,2.25378382190337,3.95056748551621
C10072,4.31786604072439,4.76960014249198,4.08141192572439,6.37353534549198
C06521,8.00484906846917,8.03480825924004,8.70128449846917,6.82107625924004
