cont1	cont2	bcpd	bcpd2
Dinitrochlorobenzene	5.64601300604487	5.63848326833805	6.67768148201945	6.04392311412212
Glycerophosphodiester	7.08722491671237	7.55963805008714	7.17557990374912	8.95855025369409
Tryptophan	5.1981569737944	4.91916425335211	3.35980364055451	4.88873591228317
Diginatin	4.09172618169128	4.55100333657175	3.75066587565696	4.67122156757317
Cyclohexylsulfamate	3.68843629509912	3.83906627318546	2.4607766664356	4.65435905124413
GT1b	4.92815515475498	5.44904026574333	3.5343073784609	3.54766346843283
Methyl tert-butyl ether	7.13832292135359	6.22237042746828	5.83351925217514	5.38829885338845
S-(2-Methylpropanoyl)-dihydrolipoamide	4.03205013939745	3.89189726693387	7.35500618210682	6.21163456962675
Vitamin D2	4.75797977734511	4.75308289793331	3.7576467415353	5.74038530748983
D-myo-Inositol 3,4-bisphosphate	2.41171999235832	1.86028653329311	0.288009741538462	2.54352601451391
Nortriptyline	5.98862567202971	5.84934495678152	5.80871386243127	6.86924197496838
Dihydrolipoylprotein	7.61580304022829	7.85368475738066	8.62186351442487	8.69778976565389
Indol-3-ylacetyl-myo-inositol L-arabinoside	7.99408201880557	8.13174296491715	5.82796960884727	8.34572785528689
L-(-)-1-Butyl-2',6'-pipecoloxylidide	6.62940546179471	5.96421302125351	4.78807603934965	6.92488691453847
Sodium cloxacillin monohydrate	1.26042241959477	1.6799649991839	0.785592935725152	4.86758186686174
Hypotaurine	5.96405900824752	5.55102385104828	5.57234979883299	6.15466158626135
Tetrachlorvinphos	5.9122712066024	5.44784364175859	5.25957954245007	5.8955653207216
Ribostamycin	4.29319942834018	4.47030107380811	5.56133899377715	3.74396843791091
Dephospho-CoA	5.34097894189596	4.28927601300864	4.87369922549931	3.95693541734095
Chanoclavine-I	3.27192809174619	2.74989925731968	3.46512631155534	3.36073574202032
Potassium bromide	6.35846154803131	6.59775120204993	6.95158277826219	6.73278010837673
(-)-trans-Carveol	4.34579797069379	4.41897416585152	3.85548242113387	4.69470453716867
Benzene	1.8618356297121	1.92323374793406	1.41112784857865	0.943393752628269
L-erythro-3-Methylmalyl-CoA	4.26509848765904	4.06620709436418	4.28837881777644	5.13058637088932
Germacrene B	7.7288698581397	7.89777047761506	6.99669332639801	7.69979941537128
Antioside	4.33143727053767	4.51133339513188	3.45310730261179	3.87103187856366
GDP	6.4655000844182	6.54818589134133	7.66273517889047	5.96025703827386
N-Adenylyl-L-phenylalanine	6.89317128039557	7.01238524085758	6.50494200475311	8.14505266678497
(+)-gamma-Hydroxy-L-homoarginine	5.00879740865275	4.14891468894366	5.50017588395107	3.56735884184354
NA	4.2953553889003	4.48353886740567	3.34556054264222	6.30541317854442
Linezolid	3.94060898173299	4.12328707411326	3.85224582691133	2.14815613850858
Nystatin	6.47917845114959	6.43262394119788	5.44833558279004	5.756746770423
Creatinine	2.87308516903438	3.18107033629322	2.39201322800791	4.27183499086323
N-Acyl-D-aspartate	5.4924216870728	5.29795864747806	5.30619009867382	7.49473056253535
L-2,3-Dihydrodipicolinate	4.42100126687138	4.48819607479611	5.66183728694176	3.89030792537236
3-beta-D-Galactosyl-sn-glycerol	0.470221287024112	0.405382057387253	-1.75947533137862	-0.736314235322019
3-Hydroxy-4H-pyrid-4-one	2.18229908785361	2.50607070475049	2.8224640584716	2.35776641345426
Syringetin	6.83203865758515	7.0930969729341	6.84829372877199	8.32647040825915
Clavulone I	4.6174420989296	5.16938577340394	5.09908884974859	7.17857367758135
L-4-Hydroxyglutamate semialdehyde	6.60656643226729	6.71444924817819	5.83094782009448	4.65168215624396
Polyprenyl phosphate	8.77494892661721	8.38018416110027	8.65979349162778	8.76810382061917
15(S)-HPETE	7.94776236221828	7.68193159650451	8.28530862417017	10.4433464364705
3-Hydroxybutanoyl-CoA	6.354536984626	5.3250356350639	6.73984474781918	5.51831043231973
Lincomycin	5.75992537313349	5.19615214321882	4.03667840329955	5.49124332359315
3',5'-Cyclic dAMP	4.61440314708533	5.25721582458484	2.6869450409518	6.19014860130376
D-Sorbose	8.1557835898088	8.37251126322547	6.93964044393303	8.549308478016
CDP	6.19246821863691	5.62975772363693	7.63819830263856	5.60189400167152
(+)-Isomenthone	2.65284611825728	2.68954336808949	1.68986664138959	3.7953995426421
Albendazole	4.68871493021936	4.69864040800377	3.54217437542502	4.93386475632609
3-Nitrophenol	1.16218035946032	0.883992999190608	0.635582143784354	0.63519242938321
5-Amino-2-oxopentanoic acid	4.60948230777873	4.82512036930165	3.60999740484087	5.22108139784396
(S)-Acetoin	-0.184655339891973	-0.528687791453556	-1.77498183194784	-0.657296796601547
5-Phosphoribosylamine	7.62800433439611	8.45654134093357	9.03253460145264	8.34123089732517
Oxacillin	3.72891399793573	3.60965362083249	3.83415413213384	3.7852318833194
CMP-N-acetylneuraminate	4.14004232261162	4.17285746599012	5.81089116296551	3.18589323523307
Thiosulfuric acid	4.66136333539607	4.73669229754894	5.52614380637279	3.53000418739011
N,N-Dimethyltryptamine	6.22443634797826	5.8952021150856	5.74754591155171	6.55266552397845
Benzyl thiocyanate	6.3566803544454	5.79734260891735	5.74934379317923	5.90790044630426
Deoxylimononic acid D-ring-lactone	6.13590394494334	5.61880781251514	6.22024712105878	4.42432926577643
N-Acetyl-L-2-amino-6-oxopimelate	3.85491479214775	4.03212866459483	2.57235233946068	3.20265918396338
L-Methionine (S)-S-oxide	2.27341748744332	2.26545688929005	1.55258222227235	3.31450250446516
N-Acyl-D-glucosamine 6-phosphate	4.2225555113242	3.93240975738549	3.89430631445764	0.975291975256796
N-Acetylmuramate	5.55582826490109	5.66721189234682	5.96574628875502	6.00557702932832
Kanamycin B	3.35383775685595	2.92133285776971	3.5100224601196	3.23518873488851
D-Talose	4.86231813104307	4.41491470023422	3.99217649204913	3.66692136742928
Chloroacetic acid	2.6646753477404	2.25380170444434	2.34493008433662	3.07594238670958
2-Octaprenylphenol	4.98338197156879	4.72253150883134	3.08128146444489	5.02996471122188
Amino acid	5.25771080319481	5.2590545386768	6.17400351517156	6.20928566832639
Deoxyguanidinoproclavaminic acid	4.70824874307799	4.45339706136174	3.98110052544421	4.42731245012287
(-)-Chimonanthine	4.67217808652786	4.52091148016064	1.35935729844091	5.26146443887106
Pindolol	8.52710400556984	9.11801396362607	7.1599977509852	11.2109139551031
Dihydrolipoamide	6.52517302483664	6.72838206601503	7.50713531947105	6.80908018967244
(+)-Bornyl-diphosphate	7.22286216146127	6.53823618812443	7.34720536079814	7.22770569237677
L-Rhamnulose 1-phosphate	3.15358609434034	2.88350107678427	3.76196257942657	2.16329774636777
4-(beta-Acetylaminoethyl)imidazole	5.32868367685591	5.89136560340054	4.73549276470744	4.4760918653932
delta1-Piperideine-2-carboxylate	7.30965037419455	6.92180279557107	7.01944976390437	6.79765360997904
Isoflavone 7-O-beta-D-glucoside	4.88695715094702	4.63884574213816	3.52625095071931	5.56847453387308
Diflunisal	0.741278703530697	1.28304787969954	1.45223732473638	1.16052763514821
Remifentanil	5.68969152419891	5.06038970289552	6.51570591507665	6.94812387035781
1-Methylnaphthalene	1.19008910882894	1.15022831645356	0.63600286139617	0.845806108457511
Mannobiose	3.37765969371957	3.29687256166264	3.82898730124222	3.06933710680064
2-Methyl-6-oxohepta-2,4-dienal	7.6480086425992	7.03749529942104	7.76966576296706	7.09629831050404
3-Methylbutanoyl-CoA	6.23127369860535	6.07475912408177	7.72052471295811	8.01101342417016
Boric acid	7.18333791107072	7.27021460738811	6.93985934295975	7.52557503622156
Hesperetin 7-O-glucoside	5.61320972302726	5.84480673938491	6.90406600516304	5.68725106412319
Galacturonic acid	4.77968247503429	4.55263539789942	4.59314139122789	5.50748869936805
Dihydrostreptomycin 6,3''-bis-phosphate	3.15137445374543	3.52698448236171	5.2145309778751	4.21093017274274
Amiloride	8.18582750743839	8.23282648103457	7.55599846081374	8.54839004595187
5,6,7,8-Tetrahydromethanopterin	5.09002119624376	5.36224518869053	5.90085476061726	4.53094956244023
Propane-1-ol	3.56974319866424	3.56105017382509	5.35265011346353	3.98917797034225
3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	6.73044619943428	6.96574106767583	6.2527336524222	5.76816961893778
Chelirubine	7.1488819165558	6.6648846391428	8.3480328200288	6.31939366065391
5-Methyl-2'-deoxycytidine	8.79130954839716	8.26114245996118	9.00293864818108	8.77943873821894
Indoxyl	3.79400539278981	4.17479728085113	3.5986027886518	4.75503171589342
Cobalt-precorrin 8	4.21826435855373	4.56226611271192	2.75110336450272	6.42503830035946
tRNA(Gln)	4.16755593693962	4.5918720594689	2.83537897769184	5.09903992810239
D-4'-Phosphopantothenate	4.24868515435922	4.1084515692165	4.73611275747808	5.29277215339692
Rabeprazole	4.26673810859528	4.21443188638777	5.07760535167099	4.16219378872653
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate	4.40864509459823	4.71407945770785	5.01134182355294	4.76505198932552
Tyrosine	7.88364082039974	7.68607852678315	7.52920281911951	8.39344925510148
4-(N-Acetyl-beta-D-glucosaminyl)-beta-D-mannosyl-R	3.60492341617392	4.0502673551962	3.82878820875781	3.72620313563982
2-Methylacetoacetyl-CoA	4.22366498815728	4.80725007681846	4.73262645756665	6.07694101537026
Polyprenylphosphate-glucose	6.30507290434303	6.55891015387687	6.77233255525496	8.29167504953648
(+)-Pseudoephedrine	7.24954489307026	7.97621698999514	8.14134019743124	9.66609104069408
Aniracetam	3.45577839395214	3.32766563512562	4.75427221069135	4.12148882461232
2-Nitrofluorene	3.98382756772343	4.55897337902149	3.93834619572064	5.47880713140549
(S)-2-(Hydroxymethyl)glutarate	6.04724118099603	5.28674059742476	4.86888731867593	6.96020312842247
Dihydromyricetin	7.03550845307594	7.13535461370991	8.87670853103154	6.83309818451657
Pimozide	4.49767082382404	4.47528648654562	4.1179020300741	4.17731524136846
N6-Acetyl-LL-2,6-diaminoheptanedioate	2.14001310522278	1.52030129548009	2.65806991977953	-1.25078951495994
Sterol 3-beta-D-glucoside	8.41824206420176	8.44360030347252	7.97857025060702	7.97389047846703
Tolcapone	7.87013914462325	8.14152705401159	6.6867388626149	9.14433220293093
GD1b	3.57925770830024	3.65823542430341	3.7361590385502	5.3415441980101
Dihydroflavonol	4.86986485268883	4.96357459724182	4.17065963185755	6.75872929920018
1,2-Dimethoxy-4-[2-(2-propenyloxy)ethenyl]-benzene	1.48106252926814	0.924462570398006	0.603607512411558	1.2145411266296
Blasticidin S	6.1394459436382	6.26657125471193	5.19112138013004	7.54494246420775
NA	8.22469359640357	8.56672273732529	8.78914945032423	8.88806155952199
NA	1.72543870579057	1.60520905482717	1.20663507985299	2.15210982382568
2',5'-Dichloro-3-biphenylol	3.44086297359651	2.24174979066409	3.94176494833124	-0.16834937220656
Carboxylate	3.71764613249887	3.76676667122756	3.63416350248715	3.22193333824036
1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R	3.63773721285769	2.69306458187271	3.93979948045918	4.05022465115691
Tetrahydrofolate	0.933428808764101	0.610097639482854	0.937657777489989	1.2838886950092
2-Hydroxybutanoic acid	6.00192711849581	5.65973719861824	6.12913417285477	5.17033872468449
Kievitone hydrate	1.93640372006851	2.38925277048918	2.93985730942286	1.50058795600332
1,4-Dithiane	4.95000472144347	5.23233578999805	4.77290574595499	5.83826497559
3',5'-Cyclic CMP	6.18596944205058	6.51943025981453	5.42815602659219	7.20299007940984
Clofibric acid	4.60360915703072	4.46362104618822	4.43840015983633	3.83398833725777
alpha,beta-Didehydrotryptophan	6.78401678494705	6.8611276933939	6.64041072122571	6.97468612270593
Carumonam sodium	4.94856985816369	5.09551900147023	5.25414878635596	5.98792627759712
L-Fuculose 1-phosphate	3.70467909882867	3.26219934665383	4.2265559414657	1.61252222712014
N-Nitrosodiethylamine	6.29271883006928	6.66161743700599	7.86776509330865	6.89835205582444
(S)-(+)-alpha-Phellandrene	4.13233451994082	4.03393765070959	5.15918676718495	4.26434170074712
Aspirin	8.54522236995701	8.77209128230494	8.20999488767627	8.65772849010153
D-Mannose	4.96348057767398	5.16858035171208	4.6431358482126	5.98147724702241
Pregnan-21-ol	6.70562998720106	6.438556139278	6.17402720660146	5.03504893734674
Glutarate	5.41032580648805	5.25768450946839	6.29514083043587	7.98537343976469
Glutathione disulfide	-1.01609719784096	-1.33598837162251	-1.26000303665121	-0.958931309866899
Coumaphos	2.26777613734203	2.02094412998794	1.37374929864	2.43803184382486
D-Gluconic acid	4.15179547971038	3.47413013136701	3.94800113547041	3.37554048138154
Nicotinamide	5.47360732749112	5.79057019331368	7.01880896753225	6.03082921833166
ADP-ribose	0.314553759282081	0.23135529455077	0.781799496050238	0.650770913050854
Bromide	6.92339326676142	6.28470143527821	9.61876073738962	5.34596922792724
Cobamide coenzyme	3.79114853229112	4.43297371663552	4.54905750450356	4.43564987700821
N1,N12-Diacetylspermine	3.49424544127417	3.17731221760227	3.47339255197509	3.14278046664735
N-Glycolyl-D-mannosamine 6-phosphate	1.88877681491151	2.4193752423055	1.64034281445603	1.71053320129721
2-Dehydro-D-glucose	2.09221252399788	2.60593977670846	2.27637811799951	0.0180932949531165
Spinosyn A	5.11266367210882	5.00707153501452	4.67736665129774	5.56807638214714
trans-1,2-Dichloroethene	6.01873881334778	6.1768460895761	5.58253734789706	8.18250413908726
N6-Acetyl-L-lysine	0.804234080431401	0.325637454542491	0.845149096665553	-0.0998422354429139
19-Oxoandrost-4-ene-3,17-dione	2.99127604110133	3.20519909236423	1.86393625428773	3.32225955309175
D-Galactosamine 1-phosphate	6.07154344450518	6.6815444015396	6.53440007599656	6.43165570802094
Aminopropylcadaverine	4.09392583070016	4.4440979635136	5.31690511974743	5.18691348238144
alpha-Ribazole	9.33073700363453	9.10238398921074	8.6635201674931	9.39587073423615
Mannitol	7.49149334549621	7.03872645217582	9.0650186383621	8.42791656583207
L-Olivosyl-oleandolide	6.19099606813919	6.28838749895374	6.79942433802096	6.36202763013044
Fucosterol	5.00976889907638	4.65008589673954	4.70449035921774	5.35882440302101
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	5.55872156411052	5.04714963808308	6.4637629187958	6.62651791668071
(3S)-Citryl-CoA	3.58818774946475	3.34261650478836	3.63499359779697	3.83065125668439
1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one	6.2560343059145	5.24248225680667	6.72900052539495	4.68840823707258
Isoflurane	7.96042792017141	8.28383714019635	7.85310329513535	10.0644137651643
D-Ribosyl-base	7.16685982016657	7.3207971409194	6.54749492789667	6.31927823166794
5-Hydroxyindoleacetaldehyde	3.37351148667182	3.85282480621273	2.41798689641192	4.77175230862847
Chitobiose	1.76224630155282	1.01031075706088	2.11680468691039	1.58755324933479
Cefazolin	4.78068860102352	4.77780490445237	6.03650944470014	3.3272628226603
5,10-Methenyltetrahydromethanopterin	5.88177874183395	6.04216810533963	5.82353553148001	6.26684374449014
(S)-Carnitine	7.70198795961719	7.68414517808713	8.14445438207419	7.19450995255795
2,3',5-Trichlorobiphenyl	2.36278103093287	2.15503575492964	2.72814790994139	3.04943840432736
Phytanoyl-CoA	5.7287691852149	6.32827275426022	5.94022713399742	5.74638741734777
Pedalitin	5.46699967017704	5.98354132494729	7.41600629603036	5.46030359704301
N-Adenylylanthranilate	7.3879105225181	7.80633357934176	7.71246074430105	7.98154330060049
P1,P4-Bis(5'-guanosyl) tetraphosphate	4.94418005574085	5.05604159185034	5.18844198146506	7.9323757133903
3,4-Methylenedioxymethamphetamine	4.28540229099149	3.87088949830311	5.13596718587791	4.55641485307009
GDP-glucose	2.70637172776327	2.64089776567352	2.20405628019359	2.71743121801929
2,2',4,4',6,6'-Hexachlorobiphenyl	3.96515903281275	4.04165078696687	4.03371582253657	4.28938662891591
7alpha-Hydroxycholesterol	4.27575245484346	3.9936534648815	5.28794348805465	3.17911788502723
6-Oxocyclohex-1-ene-1-carbonyl-CoA	9.70110865157821	9.13444839806247	9.60555801560023	6.84864959112002
NA	9.89306275139992	9.21237014982378	9.6753988148364	10.431288344863
2-Hydroxymuconate semialdehyde	4.66659344103145	4.93556574455986	5.17267380477024	5.84135027497933
Tamibarotene	2.91266512187622	2.95691637725055	3.02546352612239	1.6796802161373
N-Acetyl-D-mannosamine	1.05413013185065	0.902969565708129	2.0931109794221	-0.176705124064426
2-Methoxy-17beta-estradiol	6.02934326687606	5.98905829220174	5.46177540799321	5.98626722769835
Cyanazine	2.81885283253029	3.16849731406037	2.51064463122387	2.61931589204536
D-Hexose 6-phosphate	9.56931865108873	9.69941947227044	10.8243548302141	11.0611799955533
Kanamycin A 3'-phosphate	3.22876485468408	2.9304218315116	2.91456213377992	2.6126623598137
Anthocyanidin-3,5-diglucoside	5.22221285949144	4.52384484047416	4.03063156221989	4.38891951665325
4-Cresol	12.6205533614213	12.6076533157652	13.945722155894	10.6091895327444
Ceftibuten	2.78218000411349	3.20236789956004	3.12025134285587	2.53924776499593
2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	5.61513324884291	5.28014848801933	6.17177870499165	6.28421278923994
(-)-Abscisic acid	2.78621105554967	3.25556944370168	2.2631128119808	2.99515165336757
8(S)-HPETE	5.69530729764392	5.93700822384269	4.22615609317236	6.72795836538454
Isomaltose	3.25347092987591	3.58829411606265	3.01411996699288	3.9937225397703
2,4-Dichlorobenzoate	5.15460624547385	4.95868130724957	5.48381559795401	5.0684063439306
N-Methylhistamine	4.40626271568676	4.32289722579965	5.54936834191041	3.35985589714513
Glycinexylidide	2.63351551913466	1.82730725005178	1.43587270176494	1.38270406774466
Diethyl pyrocarbonate	5.0225853768478	4.60863169696784	1.69402955744334	4.72008309613691
Chlorpheniramine	6.98320207211873	6.9019751614173	6.59649847889926	5.7498122346004
Hydrogen	8.18793490780747	8.26971038817848	10.3217184676078	8.6603588443549
N-Acetyl-D-phenylalanine	2.25457745814166	2.15120900792714	3.37219821350357	-0.230378099816531
(1R,2R,4R)-Dihydrocarveol	4.50077813391536	4.01676694827666	6.71291974355536	3.7196673120083
Perillyl alcohol	7.31884905371111	7.06754870215841	7.92543783331559	6.19703685551029
P1,P4-Bis(5'-uridyl) tetraphosphate	2.77155530431281	3.38896630070492	3.49564795773352	3.60202009717229
20-COOH-Leukotriene B4	-0.057001377700777	0.205645216187194	-0.909746289458133	-0.678051091739187
L-3-Aminobutyryl-CoA	3.12819488297338	3.20933480873476	2.3972489496385	3.52151166799107
