Compound ID,cont1,cont2,exp1,exp2
C06649,6.690934825,6.97915271,6.198906018,7.837134096
C03573,5.934494791,6.395821737,4.636412185,5.67292469
C05585,4.195889873,3.476832991,3.604840757,1.476584919
C01389,6.847053407,6.286451434,7.660128446,6.71324455
C14767,4.983888719,5.048907549,5.043645505,5.804288146
C07447,7.067568475,7.459863366,6.279186099,6.826028885
C11433,3.401746037,3.124890083,3.500097684,4.137230604
C04926,7.008466042,7.007068351,8.663919421,7.031853362
C01418,4.376053288,4.444685393,3.776306157,5.909754798
C01736,3.227700829,2.621151506,4.269397493,3.225600836
C05086,1.155490207,1.407146684,0.846126133,2.081080689
C05431,8.239401488,7.568123874,8.28916399,6.263377355
C14641,6.038539809,6.510452269,6.07751465,7.707985076
C09840,4.888300136,5.335361951,5.726611475,4.508027892
C14473,6.39283522,5.897740844,6.07202586,5.341526195
C02061,5.107031358,4.614965541,4.848216416,3.576605219
C14040,2.379433006,2.618549373,1.319994886,2.148876516
C13859,0.753867884,0.873413647,1.558150001,1.25322765
C07092,4.583842822,4.539787073,2.515011734,5.941484629
C14147,4.374426841,4.051356833,4.375466508,4.711619351
C00788,2.883528581,2.92934425,1.539784903,2.175825549
C09931,5.834447191,5.762639167,7.09660347,5.582775371
C04822,4.369096932,4.391034894,5.88091771,4.395443988
C01606,6.651098268,7.170754202,6.961892062,5.536007992
C06566,7.582544075,7.408719592,6.30790856,10.23229437
C06636,3.749790044,3.426220838,1.556735796,3.189296799
C05057,3.249706491,3.040765904,4.509245354,2.131314435
C03688,5.286713886,5.171627591,6.120239012,4.637115585
C04469,7.850379267,7.593093966,7.243677374,6.027326142
C14510,1.530501148,1.667628637,1.583310495,-0.340143539
C11686,3.325190706,3.90443296,3.556862603,3.151956158
C01303,3.568494769,4.109977435,3.319850112,5.668134268
C04135,5.749641916,5.939553473,5.937482698,5.097776126
C02416,9.766655924,9.667085963,8.514124585,9.484116489
C00869,4.072174077,3.494700499,4.826902336,3.919310769
C06883,4.146999196,3.753528826,3.86097576,3.470669405
C04673,1.593809571,1.11648909,1.088341564,2.193762716
C14101,2.917005288,2.892810123,2.54986245,3.003905847
C11215,6.537469924,7.317478942,6.909529664,7.348847243
C12314,3.509359245,2.949406395,4.079229214,3.092316423
C04586,4.027057009,3.554624256,3.542785594,3.14016236
C00584,4.29392111,4.196870785,5.604537395,3.600371139
C02411,4.875398951,4.726526398,4.500025939,4.736177044
C15699,8.239230219,8.015004887,6.879590892,9.27004028
C09921,7.492422813,7.090824377,5.49217474,5.351774899
C03979,9.017179911,9.37074506,9.89597206,8.317408711
C10876,1.291160974,1.368576956,1.79706628,-0.127147494
C04771,4.074571235,3.465009165,4.680991,4.611167086
C01198,7.086207667,6.96815846,7.903608537,8.129220976
C06694,4.392324957,4.436925053,2.1648634,3.838397228
C00306,5.6361614,5.96038761,5.63097493,7.900863439
C01793,3.702501983,3.119899345,5.726480111,3.595917421
C00492,1.262191313,1.945317227,0.813823418,1.237343759
C00468,2.586006843,1.942975054,3.44902281,1.259788702
C07130,8.794516115,8.781850177,8.463003505,9.621970224
C04445,4.476828881,4.13321293,4.046104788,3.248049051
C02163,8.575963432,8.250167545,7.501808179,7.997970079
C06839,6.734601031,6.445044753,7.851817323,5.300380809
C00190,6.405161876,6.168828237,5.831762555,6.341572826
C05183,8.247064479,7.997395775,6.970256721,7.536910588
C07933,1.819682582,1.50045676,2.308752089,1.792331016
C05450,3.780017571,3.273943559,5.678797992,3.889211303
C07647,4.373437733,4.317261654,4.403169784,4.862258435
C04849,3.155740464,2.341413285,3.973141334,2.986444101
C01765,4.487038784,4.829597211,3.722798279,5.157358898
C08431,0.834290726,0.63534581,1.093804632,0.366658672
C14096,2.165692041,1.730604797,3.751150017,1.432594583
C04185,6.221562019,5.929528098,4.537193256,5.858637868
C11038,5.483041596,4.833155531,4.958819489,4.402431438
C01942,7.607929645,6.901784993,6.629903106,6.33304974
C09750,4.330942844,4.53712445,4.479106401,5.193515054
C05814,4.230920209,4.119800647,5.167254107,4.202741342
C07084,4.157663576,3.844397501,3.379882305,4.240599055
C08558,3.083289534,3.907581725,2.820122581,3.253669183
C03811,5.498232617,5.634014977,3.812369247,6.466099063
C11905,2.64224126,3.068796014,1.347267635,2.7984877
C01766,5.991186566,6.493108122,6.562971488,6.614364138
C03561,4.644591388,4.530089881,5.175596169,3.108237793
C05699,6.549467871,6.417061643,7.775992601,6.800316142
C05965,7.495892753,7.744846086,8.208812244,6.248959339
C09209,4.167566485,4.934750061,3.379707502,4.883638837
C05414,4.140564129,4.530255022,5.129448788,4.889916535
C08748,4.906949551,5.440465655,5.639450118,4.754326468
C04812,3.682816919,3.791935393,3.387993415,4.998296478
C05797,8.205168154,8.991137104,9.321133525,8.755765513
C10202,4.872655902,4.339145442,4.290346119,4.438562758
C02809,6.737655268,6.755251851,6.973715624,7.001608794
C01762,5.756750961,5.590998715,5.566577324,6.404073755
C00652,7.831376337,8.14529339,9.694547052,8.770136687
C02406,4.581946487,4.571194366,4.01258334,4.918059276
C02207,-0.356089185,-0.198397521,-0.81764464,0.824267539
C07706,6.218360942,6.785299846,4.522512725,8.213390254
C08814,2.932719646,2.945990065,2.289212291,4.263771289
C02400,5.994782993,5.582627183,5.909656091,2.502584587
C01245,3.052215327,3.426792414,2.925338061,3.007646531
C07629,4.811056184,4.43430212,6.217725431,4.824861533
C05994,3.892046612,3.402953431,2.681358787,1.551603162
C11588,4.508480848,4.280813976,5.045170969,2.973272497
C01387,3.690428782,3.307012696,3.826434013,2.205194128
C00742,3.032389515,3.365062398,2.248462892,4.416379797
C05502,5.392814921,5.219353946,4.995078455,4.694027942
C03685,2.566947376,2.435989497,0.881084006,2.845844863
C01839,4.429914271,4.690255075,2.406831583,4.966921843
C05385,4.39930787,3.729035543,4.854516518,2.550498028
C00766,3.722758999,3.885734117,4.528892285,3.755061374
C06908,8.485695792,8.575596636,10.15404938,8.218851034
C01233,1.261198809,1.265783622,1.797888929,0.335400995
C11369,5.062368984,5.517003101,5.166630833,6.991493828
C11993,2.581771741,3.202170958,1.55492397,3.010187678
C02333,2.317898104,2.671131438,1.890037184,3.369431015
C11132,4.908585547,5.460070659,5.705482848,5.578070713
C06162,9.375982231,9.912911694,8.454912513,9.270403643
C05042,7.844191591,7.541574728,7.769195483,7.320281759
C01381,5.366494043,5.246867267,5.220653527,6.787509753
C01777,3.694134323,4.095299765,4.207663527,2.900059196
C08880,9.085118632,9.312355668,7.620491838,8.955610066
C06813,4.53101761,4.406553139,3.531637854,4.742831161
C13106,3.217150467,3.505980966,3.382799253,2.736624421
C03569,2.285059389,2.047281104,3.335542831,2.209556021
C11040,3.831944024,3.482786069,4.346967892,3.337867188
C10976,8.336190234,8.189737133,8.460127941,8.4345423
C15802,7.171486712,7.374940038,7.969334666,6.998721727
C14077,6.115056657,6.06438199,7.586127385,6.04220849
C02331,1.726334363,1.998549855,0.602223245,3.14730801
C06322,4.456923941,4.568036055,3.753929796,5.124547718
C04938,7.183597108,7.068403921,7.466334624,5.903407104
C06559,4.37249348,4.124397194,3.66031341,3.297063135
C00660,3.635952206,3.727077599,3.081666118,4.640552707
C05430,5.104161373,4.92684956,6.321359267,4.545793524
C08424,3.581407064,2.911599587,2.339319314,3.82415602
C08516,4.290583371,4.558154303,5.129319936,5.633779097
C06814,9.790066684,9.758412233,11.01491666,7.824222475
C09627,6.102019874,5.884449982,8.562095585,5.420675186
C07853,7.49757179,7.501442367,8.121130054,8.693638057
C06721,5.098940305,4.913284537,5.4186104,6.264081051
C06304,4.088902369,4.539422198,3.519539222,5.910845829
C09630,6.315778804,6.127363696,5.555872143,6.943332954
C00905,2.029065175,2.204033855,2.78901182,0.180238496
C06156,7.938369098,8.107471807,7.265685081,7.634341142
C10326,4.556477668,4.55199895,3.763457642,4.782305599
C02681,-1.044606427,-0.517441113,-3.557696447,-1.744514453
C01076,3.261808921,2.86870575,3.837987369,3.735095932
C11323,4.17221689,4.657519931,4.887005599,2.591171722
C07075,8.97843653,8.926980663,9.371477322,10.04294603
C14100,4.842020465,5.008149363,3.421558012,4.868610264
C01274,2.032342106,1.259604866,2.378876974,-0.048019121
C10184,4.426257897,3.682991584,3.759251104,3.270261669
C03826,3.197952462,3.862495834,2.55100725,5.503902386
C02624,1.851965775,1.963300811,1.338619687,3.140225441
C02604,3.663370137,3.864147867,3.132777543,3.220640513
C12915,1.287670972,1.541834237,0.166599466,1.499686796
C04711,10.36784584,10.49303282,9.90547493,10.94261139
C13973,5.556493471,4.98806303,5.395054653,5.645327623
C00797,6.250139233,6.143854624,5.93629111,5.043819061
C07484,2.697134996,2.826539945,2.578046752,3.435951705
C08366,7.591334615,8.144744671,8.075523275,8.787102315
C00008,6.044256947,5.482009591,5.614584708,6.39940621
C02983,3.122746999,2.142397181,5.342209291,0.349648493
C06193,4.784524275,4.302212506,5.431886473,4.422846833
C03549,4.200736983,3.666596193,5.020150235,3.371772689
C03273,7.573402725,7.992591337,8.750327355,9.364021961
C04218,4.672701801,4.432882526,7.038949197,3.914031009
C00001,7.170459674,6.526134471,8.41508741,6.083262238
C07083,6.459663891,6.53736403,5.86015133,6.978519099
C02630,4.401648812,4.592020365,4.615061306,3.080551495
C10197,4.900162772,4.889078661,4.912505174,3.736479186
C01069,3.275179389,3.672499438,2.868031706,4.78971573
C06374,4.004003802,4.340040264,1.608139381,4.103416996
C02029,2.208163566,1.926186827,0.207915494,2.462237777
C01258,4.151245582,4.232564694,4.922706808,6.083146837
C06146,4.270225339,3.913616068,2.589901673,4.144823826
C07289,4.563838604,5.208014758,3.858029346,3.907250805
C00038,9.998703576,9.723986581,11.97884602,9.294736238
C01204,5.29034778,5.656621751,5.006146133,6.321832501
C06464,2.044393114,1.985929522,-0.607045151,2.44113817
C02595,6.858486974,6.55194284,6.452329427,5.398707669
C08136,4.423958689,4.408632608,5.741739914,3.648725947
C04367,7.818744912,8.039160256,5.837005694,8.879280304
C01816,5.107536002,5.021368754,6.488437925,3.325899794
C04685,8.213535557,8.296514454,8.573197069,9.612467484
C00271,4.965545753,4.868893158,6.436916048,4.077068054
C00458,3.914721899,4.130820438,4.250999921,4.108646938
C03135,8.957385319,9.871268817,8.108792787,8.967454456
C00328,2.26777471,2.575978227,4.409426433,1.58770831
C08601,5.849792723,5.762384755,6.191208707,6.226298995
C04906,3.047381957,2.826576403,2.702103624,2.394218877
C13884,7.385943368,7.901290804,7.831149794,8.64697934
C13623,5.88191926,6.121268459,6.457250512,4.879180708
C11208,4.141804881,4.268548593,3.470360899,3.819109647
C02024,4.244671468,4.021653698,6.080717811,3.769456232
C07827,6.777400116,7.522408351,7.523088652,6.960915797
C05279,2.869987778,3.006101384,3.939385595,3.336603397
C12312,3.445457605,3.231786678,2.874712244,5.95315179
C02672,5.815725268,5.385419958,4.659733461,4.177751589
C05440,6.500543347,6.906766313,5.929797986,7.168441172
C01112,1.569993655,1.791027913,0.955461639,2.486243677
C06319,5.384509374,6.110327749,5.414241425,6.258593778
C00055,2.676533524,3.127998154,2.286570131,0.174360844
C06338,3.716342671,3.151440661,3.648335675,3.586797195
C04678,7.624878375,7.935390184,6.581354545,7.549361554
C00005,7.003080189,6.641402779,6.777891766,6.063718424
C00137,4.61294432,4.673622096,4.360746854,6.164303437
C07834,3.13364636,2.943565654,1.912266321,3.091933802
C09438,5.62065889,5.585932109,6.425228113,5.284002587
C02734,8.166643427,8.279729424,7.695812297,8.601642423
C04384,6.81229835,7.162290133,6.855320243,5.68722517
C03467,5.802285662,5.996340625,7.299410094,6.558451306
C08113,5.151394883,5.015010074,4.549354116,6.325626358
C00426,7.118978336,6.883056779,7.632837566,7.072236804
C02048,6.833876075,7.016993772,8.377950112,6.307004848
C07677,6.618546154,7.277072628,7.03322846,8.155197943
C11408,3.576755443,4.101436989,3.620200698,4.201703902
C03160,-0.379170358,-0.308831445,1.822571451,0.741651997
C08401,3.865905949,3.585785273,4.485095601,4.292823583
C11818,7.598397665,7.948024905,7.317725239,7.730980037
C03723,4.619416911,4.303024931,5.558551449,4.235419332
C13103,3.723903333,3.944910039,2.724523576,5.342182681
C03068,0.929232237,1.061443917,-0.196397815,0.714294302
C02107,3.791255289,3.46430373,3.174150137,2.946863688
C02341,3.383676222,2.947828002,3.795903734,3.291268792
C07156,3.786441643,3.610387317,5.097057927,4.142782486
C10044,5.173817641,5.100527575,6.671904925,2.92185097
C02576,4.531405941,5.106439239,4.801032262,5.035943171
C00343,7.525053791,7.571205082,6.8394036,7.125940865
C13283,1.872403817,1.783098699,3.653635612,2.493390792
C07253,2.013056954,1.671878576,1.359144412,1.331635945
C06943,2.805730356,3.242854482,3.642495923,2.779079687
C08347,4.941786504,5.014279063,6.319917629,4.289634494
C00637,9.347369839,9.088142044,7.62447854,7.514903258
C08491,7.739574097,7.860670588,6.824258905,7.501916121
C11428,4.243238677,3.871879412,4.950276987,3.73309108
C00451,3.442510247,3.266161699,3.632242438,3.293454904
C11052,7.528170658,7.379177943,7.393395639,6.146255623
C01138,5.616026234,5.288946994,4.339218476,4.268967278
C01009,4.162996621,3.932179657,3.914787235,3.220482023
C14748,4.924714141,5.330350888,5.108229849,5.415544666
C15527,7.374597133,7.40103932,8.220050469,6.600361826
C06733,4.788684612,4.016655965,4.236312527,3.875356646
C14151,5.404883305,5.116838577,5.978173281,5.774924637
C02997,6.560816949,6.70080071,5.390275238,6.268443184
C11268,3.915715241,4.091577368,3.509557694,4.71076702
C13339,0.946935707,0.34786916,0.065922328,-0.704342893
C06326,4.956656013,4.975053914,5.534933117,5.065182812
C17883,7.444565212,7.178964122,8.699600605,8.977421196
C01898,4.652636736,4.511885632,4.966610898,3.822284433
C09263,6.328026383,5.983605431,6.505053503,3.429371347
C01246,3.904323604,4.163485633,4.974836206,5.476415382
C01889,3.165115989,2.881425688,3.250089233,2.934443815
C06437,5.874211506,5.714343024,5.679905571,4.888809777
C07846,4.230062877,4.288711425,7.481485425,3.694278047
C05290,6.684750608,7.536790305,6.931414116,7.341077901
C04794,6.90603261,6.870946829,8.272877467,8.927450967
C06747,4.178736368,3.591978492,3.172747881,2.439379016
C12286,5.201616554,5.462281146,5.911254669,4.154657159
C07220,6.841511386,7.193334041,4.122151874,6.507683849
C03624,7.91919043,8.30287271,8.472131028,7.031332725
C11878,4.206314932,3.903533487,3.969069632,3.854708159
C04389,4.033832342,3.787253579,4.935799957,4.266923342
C01841,4.367561735,4.036069462,3.74025271,3.271746575
C03567,7.420007896,6.858974411,7.247359014,5.805023414
C00511,3.494038704,3.664482886,2.850337075,3.39166651
C03586,3.701465513,3.791417052,4.307885278,2.715395508
C05102,4.491511093,4.221683063,6.188770748,4.558100692
C05281,2.407260884,2.932950768,2.67961384,2.040086022
C00409,4.150685819,4.018930308,3.931449962,3.820598523
C03541,4.201688543,3.804190891,2.877711358,4.165816218
C08518,5.119749818,4.611347636,4.966776983,4.847525106
C06665,6.361355729,5.912706079,6.232172248,5.392192178
C14163,8.138843522,8.262611981,7.42853503,7.296130795
C00470,6.622618044,6.144380713,7.459407146,5.725234829
C00180,2.457464149,3.037683109,2.215709379,2.321941888
C05853,8.009351769,8.164062653,8.522843774,8.150315019
C00188,6.613974202,7.020974444,5.371021143,7.591809229
C07303,5.129153962,5.602714214,5.357287793,3.298558618
C05931,7.688107421,7.220681726,6.363409575,7.955784884
C00813,6.083795544,5.884688539,4.850873224,7.582613397
C14440,4.691869918,4.544814243,4.871527012,4.502290466
C00079,3.835336697,3.735736846,2.881174484,5.837188575
C04230,6.773177266,7.027719396,6.794866748,8.357211099
C04916,0.577686064,0.976512354,1.00447918,0.93991528
C00449,4.690223438,4.912540803,3.984374192,4.59274495
C03767,2.745773101,2.797096925,2.295664293,1.226558889
C00640,0.959765928,0.942733181,2.413064658,-0.525223861
C06691,5.445254007,4.967697256,5.675317339,6.106174095
C09289,4.744193756,4.705029317,2.292711595,4.895746749
C05269,0.951909722,1.981289309,-0.051928207,2.365390283
C04690,4.440642242,5.409182757,4.101879811,5.887072781
C08532,5.84126132,6.036616759,7.496714699,5.755944333
C09561,6.285769874,7.010277843,8.256086888,6.356356994
C02673,5.588762765,5.762159602,6.490638658,7.770665365
C01249,6.438283465,6.629718275,6.136207733,5.638865137
C05108,5.385009399,4.902302803,5.133664189,6.128827532
C07532,5.734879272,5.944500008,4.289039811,6.411107331
C07540,4.773202157,4.92253479,4.611044484,5.940628795
C02592,2.926812769,3.021333494,1.940403341,2.831159857
C05284,5.505182327,4.906015725,4.345580293,5.227928724
C00971,6.845090845,6.982248682,5.974897982,5.592813808
C10906,9.549871891,9.097684373,9.119989879,10.56257687
C05986,4.117122664,3.906112642,4.279397581,4.019654794
C06000,5.023504065,4.81528126,3.870268895,3.390375192
C07599,0.746013841,1.116482288,1.1621357,0.105373201
C05345,3.415770868,4.108154605,5.004725565,4.774652782
C00131,7.577636167,7.876907646,6.819089688,9.846586436
C06472,4.491326943,4.343751294,4.264074476,4.569427235
C01890,6.137771471,6.043428578,6.175031573,5.522410667
C04221,6.33490066,6.695956559,6.862166558,8.498565238
C01280,3.100751416,3.011337461,1.257118993,1.326968697
C07555,5.031017345,4.874960575,5.70900335,4.215576726
C02499,5.465064808,5.01190734,4.181841988,5.54795829
C00203,4.376621679,3.799163618,3.105081694,4.097478112
C05592,5.411498115,5.684192838,4.190608018,4.64959575
C00672,3.69202615,3.711722122,3.813973199,2.790653752
C01372,2.693484585,2.725351292,0.712263098,0.701555932
C09814,6.054981838,6.007462563,6.064989591,5.876822452
C14785,7.787838219,8.081398154,6.78400029,7.77203408
C04708,5.363261112,5.701928317,5.320737336,7.068773174
C06846,4.861396953,4.374657047,5.758891718,4.606146539
C02802,4.411069227,4.36818034,5.46643972,4.02568487
C14677,7.828060671,7.555821469,8.067521638,8.505787856
C04886,7.19999546,7.397150486,6.048669722,4.696208648
C12153,7.808822484,8.307381736,7.65703643,9.062762334
C14165,6.246264556,6.759001919,7.287585301,5.61503914
C06539,5.547885793,5.002252364,2.981351584,5.388142579
C00865,5.999291586,5.986184831,5.016847347,5.9976185
C07620,5.526682967,5.082895207,5.462909325,5.160684648
C05597,2.599763445,3.008318517,4.117981128,2.699874832
C02534,9.303563884,9.46576187,9.911767373,10.41720453
C02231,2.709060797,2.492233476,2.294606691,3.112045456
C01399,6.904611389,7.45977376,6.116752406,7.795165749
C04524,2.528151936,2.020331342,1.780898923,2.663664672
C06800,3.212307288,3.579528617,4.537766258,4.518971383
C12293,3.582178033,3.304435809,4.647651494,2.769164148
C11890,2.604685865,3.295233261,3.043000973,2.701747859
C11250,4.859819315,5.227117064,4.773499995,5.797458198
C02804,3.30154114,2.880023132,4.49966201,2.929785634
C15521,5.313726717,5.309436367,7.59443252,5.339168418
C00102,9.034830218,9.310578557,7.9107191,9.733856833
C11544,6.47518524,6.61172283,6.11162051,7.155963164
C11481,1.616821552,1.989619923,1.598871453,4.351830813
C15536,5.955433184,5.622056159,5.422420835,5.796504183
C00635,5.149365027,5.286750067,6.233964046,5.692923373
C05864,8.884862681,8.891299726,8.999083903,8.868607937
C10385,6.010294766,5.826985945,7.210209754,5.075755735
C00317,4.483076846,5.355415612,2.76748695,5.546133044
C02914,2.475056913,2.14429041,2.711234383,2.248649372
C15757,5.093579276,5.12928214,4.553011017,6.738743087
C02522,7.379941531,7.316769088,6.105306015,8.957164292
C14194,3.211937671,3.405955926,3.599207765,3.75978724
C01269,3.469417388,2.759422159,2.679381853,1.941187795
C03844,6.969050066,7.265690781,7.420124375,7.736228396
C00591,6.833543689,6.656056814,6.352711962,5.021658587
C00576,4.42091069,4.466446859,4.706055712,4.216713202
C02912,4.024978583,4.355715572,4.314699171,2.704803431
C06739,4.456334742,4.351853414,5.169942988,5.301819801
C09097,7.21243508,6.914414037,5.201757899,9.254207287
C01164,5.117246498,5.622540617,3.894400469,5.827695599
C14827,5.517312429,5.168020117,4.675602293,6.15371517
C01529,8.262811166,8.579586897,9.367425881,7.980074337
C11735,6.738737193,6.579270455,6.307014513,6.925805322
C12819,7.434088834,7.935262819,6.623768249,7.845029816
C12564,8.440794604,8.234114507,8.755262573,7.985137148
C00866,4.374445147,4.449243241,4.838605854,3.685002735
C04527,4.795630594,4.467175497,2.241396511,4.898752476
C14317,5.334408943,4.736930769,4.26025369,4.39121248
C05610,5.913214866,6.257128158,7.454657573,5.65955583
C13638,3.996850495,4.390208447,3.69678725,4.276437602
C08705,5.453879948,5.656929999,3.809298099,6.132948075
C01041,3.582733756,4.227069702,2.872744832,4.864065909
C05340,5.706974792,5.49928863,4.766316482,5.937603738
C09017,3.105604927,3.149341477,2.910107617,4.631527911
C00978,4.535293992,3.750610407,3.75751272,5.631811041
C10264,7.78311136,7.359298,8.399784374,5.373854415
C05309,4.31155344,3.528296167,3.094276812,1.971354332
C02015,3.60515603,3.612112216,4.773236619,3.266393927
C06477,6.170826883,6.795498399,6.976960169,7.284567906
C01180,-0.990205981,-1.075743473,0.947013063,-2.202019817
C04437,5.203971485,5.189876393,4.876689017,5.538635453
C02726,5.413518402,5.395019813,5.256472843,5.344909842
C05123,9.688852457,9.394422933,9.148236088,8.739357589
C06882,3.878241833,3.993209634,3.261136681,1.982208339
C00146,3.395557253,3.96184339,3.432736014,5.11516479
C08155,9.570865656,9.743811686,9.828131008,10.79202717
C00982,5.734486706,6.350619428,5.11185509,5.361799485
C00737,4.988268086,4.303559989,5.559062074,5.223335584
C11101,6.024154423,6.1016638,4.17336486,7.949940067
C03313,4.105231551,4.130417019,5.423012775,4.296065805
C07743,2.577935115,3.24685861,3.931945571,2.389518395
C11395,6.541907642,6.897241428,7.867366612,8.43003598
C00510,5.178017739,5.296615288,5.117706696,5.232386057
C07538,4.802164813,4.505808976,5.611810046,4.770164412
C05730,2.36855048,2.787136207,2.71541539,3.468695254
C01555,3.408766815,3.497726059,5.346202931,5.609611807
C02739,5.964761515,5.725256951,6.690244133,5.60142211
C00792,3.096739576,2.636081384,3.433017598,3.346373477
C03753,5.999073189,6.056817254,6.286841488,7.546391776
C01255,7.484306942,7.265349549,8.404082537,6.689219984
C07927,6.894559657,5.893589138,5.733003976,5.744063229
C08607,2.342502395,2.225120854,3.713933019,3.772262921
C14668,5.253913575,5.269948091,5.919254295,4.032577395
C03598,5.019830765,5.073453508,4.0466315,6.123748097
C07408,6.809923837,6.241403166,7.048071982,5.953069702
C14248,5.766432975,5.204703849,5.316324167,4.635968596
C07842,2.383139916,2.102237633,2.131392158,1.806223675
C01860,4.323281237,4.513640568,4.937515853,5.089819016
C00181,7.254376936,7.16399862,7.591035166,7.186269916
C02354,6.869459847,6.846552322,6.430318255,8.783988438
C14516,8.661191819,8.626013167,9.504502203,9.103903191
C04606,3.03853468,3.067141863,3.443137539,3.342556311
C00160,3.658509959,3.724271039,4.281610575,2.977018026
C08050,4.251342154,4.391053767,3.790947174,3.623660164
C03776,6.990707656,7.371965462,6.307460244,6.779577457
C11134,5.204287018,4.313121325,6.222381023,4.193337786
C14433,7.965887455,7.655381713,8.50402843,9.264842659
C08357,6.120097366,6.091964699,6.50422152,6.717071671
C03283,5.284901918,5.789177837,4.489602028,6.810778645
C16522,8.659343466,8.617722629,8.542648453,9.383276297
C00311,6.036795601,5.689507958,5.607285389,6.84192957
C08263,6.383748524,6.398249391,6.843832349,5.690275922
C02475,5.056020072,5.380385021,7.398205301,6.003485636
C00182,4.669909699,5.262241337,5.326856189,4.040590103
C03150,3.557929898,3.617375445,3.922319982,5.310823265
C01062,2.436339555,3.021754173,2.708227259,2.756235106
C02771,4.554302358,4.352744889,4.542874639,4.924529811
C02545,5.054637559,5.065782506,4.52950326,5.171166739
C06478,8.655255667,8.470058489,8.170984252,9.818921352
C08321,7.356823829,7.217196707,9.04946345,8.320379113
C08383,4.28737771,4.842241074,5.093510997,4.062362579
C10192,6.86758926,6.170050919,6.373487428,5.692263533
C02140,2.829321576,2.980513333,3.600782802,5.707435523
C03666,5.239612873,5.52104377,5.975178973,6.791143811
C02283,5.943520999,5.647228639,5.899410985,4.085753673
C01927,1.605223276,1.548960567,1.258305212,1.188495299
C05895,7.385411562,7.516111986,8.288913909,7.604351152
C15537,3.624399755,3.304779918,4.211063817,3.172500026
C11278,1.379087057,1.036580546,2.36478211,0.686734035
C01260,2.514602898,2.979782794,3.041868796,2.550110555
C08588,1.058489587,0.78524481,0.862777183,1.016927177
C04237,4.175926669,3.991165887,4.902841755,3.768020398
C12512,6.651608122,6.333539713,5.76325062,4.616982722
C08482,3.876882451,3.626867599,2.455174139,2.313233509
C09817,2.546365432,2.775400159,3.772276537,4.838011398
C00801,4.332832071,4.295722221,5.102742738,5.493843091
C09665,5.01234903,5.476880863,5.596314892,6.370295148
C16361,5.493118962,5.264487061,7.050918031,4.213890039
C01870,5.895135827,4.730005581,5.49739936,5.109819584
C10820,4.509964125,4.02173615,4.605664012,3.495256865
C05317,4.847133211,5.366252828,4.874426417,5.361066359
C01983,7.246099018,7.648515352,7.091491784,8.259083002
C01844,8.161500721,8.741989803,7.888766558,9.031710391
C04902,3.344277346,3.233381812,2.129383379,4.126781025
C11700,5.982423304,6.577344467,5.836156141,6.891736088
C01907,5.037153954,4.630544963,3.616691501,3.439286831
C03126,7.641896371,8.046511782,10.0031072,7.938319947
C01943,6.860461473,6.608531061,5.225715263,5.737411746
C00490,7.152432289,7.040187119,9.001085803,5.055634456
C01493,4.399458773,4.540979808,4.040704307,3.791166966
C05158,7.08948125,6.544979969,7.216097805,6.756539442
C08012,6.418282221,6.742809941,7.559738978,6.029633057
C10525,2.461185073,2.536679602,3.071673146,1.256120344
C01158,3.135828531,3.159302295,2.52852775,1.963884237
C08024,7.747214391,8.07989046,7.985362536,5.882658197
C09839,4.07789431,3.959272598,3.058499141,3.922825854
C07585,7.631392244,8.40263956,7.981879674,7.707216022
C06073,6.317869425,6.757843045,5.551885316,5.766653855
C00803,2.858018286,1.865250602,4.285287307,1.714694975
C07970,3.922027144,3.864647618,2.623944538,6.139286658
C03692,2.405223707,2.14387475,3.344666473,2.90737942
C05697,5.380466971,5.482174038,6.036857575,6.148672215
C06752,-2.079171922,-2.26339179,-2.537930398,-2.319682933
C14308,7.422795202,7.854278338,8.289185384,8.176320144
C02220,5.58176764,5.605091378,6.665218171,6.747549866
C06060,6.629541755,7.248711165,8.151127262,6.400798369
C01161,4.555318775,4.639703706,4.887895147,3.978304341
C06843,7.869661687,8.028175736,8.708474641,9.284816348
C02249,5.379218249,5.510344236,3.319857578,6.08068537
C00854,3.03682512,3.427691162,2.417017305,3.712580627
C03657,4.843397651,4.997304944,4.52587567,5.66748606
C06518,6.801483519,6.699350065,7.470515247,6.567944407
C02843,2.107790429,2.294599868,2.39395943,1.146634934
C03066,4.857045809,4.68474564,5.334826369,3.650148551
C07734,3.407712782,4.175541867,3.221923047,3.614553068
C03527,1.909121034,1.609241978,3.759703177,1.419564826
C01125,9.192400471,9.134281349,9.366848496,8.621943858
C00793,5.334692198,4.562317046,4.210479506,4.30580171
C14414,6.028197311,5.797621951,6.092307583,5.131777622
C00145,5.250789443,5.322667448,5.241386379,5.617432581
C08866,1.837504419,1.414069399,3.496132325,1.762828459
C04934,5.14608152,4.80491388,4.894333763,5.267421813
C16144,7.695393873,7.731918851,7.395330628,8.575229236
C01508,7.750799119,7.823429916,7.696069041,7.100532869
C00092,3.965837341,4.283662087,6.940920772,3.825681713
C00599,8.031654218,7.871644923,10.25835448,7.16471799
C07359,7.998251458,8.101916892,7.114094035,6.385359901
C01359,6.62915394,6.398030965,6.612159515,5.827697641
C10210,8.331297081,8.017082767,8.684236468,8.099424274
C04855,7.029937397,7.819193207,6.302344509,8.318253245
C00751,6.054312292,5.798148545,5.152811604,6.375854169
C00388,1.110127991,0.874696092,1.345050304,0.736665863
