Gene.Symbol	p7Ct1B	p7KO1B	p7Ct2	p7KO2	p7Ct1	p7KO1
1700056E22Rik	7.765213349	7.79031021	7.712149051	7.752259178	7.778073206	7.736891047
1700057G04Rik	7.786194768	7.842822735	7.859872021	7.795720342	7.848896587	7.855233943
1700057H15Rik	7.938030198	7.94131869	7.945762026	7.913897856	7.954290697	7.969993279
1700058G18Rik	7.740411749	7.669219551	7.757321591	7.73260198	7.717357838	7.748920258
1700060C20Rik	7.776087427	7.694188006	7.774374832	7.789070085	7.74764399	7.770811916
1700060J05Rik	7.888908834	7.781085759	7.823931729	7.722204748	7.835494988	7.7790994
1700061G19Rik	8.32627835	8.252262107	8.238065372	8.049899332	8.283389546	8.229267009
1700061I17Rik	7.948091185	7.80917236	7.787854123	7.84645316	7.932874486	7.885786463
1700063H04Rik	7.753565475	7.781753619	7.761749995	7.750227713	7.783776668	7.783508287
1700063K16Rik	7.737817578	7.717848789	7.804284021	7.76663861	7.760597436	7.766497966
1700064E03Rik	7.773192184	7.74502356	7.811819791	7.738012484	7.742216315	7.711996291
1700065D16Rik	7.785577678	7.754093885	7.701014079	7.756844546	7.777007016	7.765943606
1700065I17Rik	7.758287833	7.835801236	7.788459498	7.826621258	7.728269487	7.797497729
1700065J11Rik	7.719140536	7.73012983	7.691363319	7.749647017	7.659969037	7.668336903
1700066B19Rik	7.72616151	7.678023396	7.705377248	7.720576376	7.786671373	7.776578261
1700066J24Rik	7.730085103	7.743034246	7.715780046	7.689713946	7.769569692	7.714133554
1700066M21Rik	7.754869288	7.778529921	7.837674877	7.73151009	7.783257789	7.770811916
1700067K01Rik	7.74693068	7.823975594	7.778043615	7.838179519	7.783776668	7.779620153
1700067P10Rik	7.900021941	7.767792094	7.894588977	7.838179519	7.8505171	7.74764399
1700069B07Rik	7.716394767	7.73151009	7.790078476	7.820586675	7.759468026	7.74279993
1700069L16Rik	7.840726947	7.916715498	7.825911687	7.876149614	7.830641069	7.879203678
1700071A11Rik	7.997680789	7.97625893	7.935446601	7.930779231	8.00844509	7.944401877
1700071K01Rik	8.118444606	8.163280805	8.199695042	8.266121342	8.176842653	8.218782861
1700072H12Rik	7.700207693	7.773045923	7.727341232	7.745073772	7.699104219	7.745073772
1700072I22Rik	7.85270959	7.893046064	7.985696906	7.963468525	7.939990986	7.985696906
1700072O05Rik	7.802323781	7.761851746	7.854089778	7.82004994	7.706642015	7.770811916
1700073E17Rik	7.656458831	7.622219305	7.589017932	7.659122284	7.645266862	7.556911166
1700074A11Rik	7.757067589	7.748185082	7.749235185	7.750227713	7.658205712	7.813495898
1700074P13Rik	7.680986105	7.735568321	7.73193929	7.78434414	7.678023396	7.685728432
1700080E11Rik	7.871913224	7.816256133	7.785118615	7.761987452	7.807028208	7.826511935
1700080G18Rik	7.949826529	7.863412654	7.957950421	7.940167699	7.92991985	7.90653416
1700080O16Rik	7.703822355	7.773718339	7.732977743	7.714725133	7.761133704	7.73151009
1700082M22Rik	7.888291757	7.92644386	7.91346301	7.854150895	7.909716218	7.897883201
1700084C01Rik	7.873251553	7.862162107	7.944847626	7.886979872	7.852563825	7.896007316
1700084C06Rik	7.704474001	7.682054818	7.699315104	7.719075054	7.670659218	7.635373916
1700084E18Rik	8.174901329	8.136828504	8.199235128	8.120670672	8.11846444	8.078254753
1700084J12Rik	7.701670526	7.721127662	7.686953727	7.766158868	7.769569692	7.736335629
1700084M14Rik	7.734641764	7.714180849	7.808006457	7.747558666	7.736305093	7.762088495
1700084P21Rik	7.848854252	7.79345487	7.892604702	7.814511404	7.833663062	7.860180539
1700085B03Rik	8.164065007	8.297386942	8.180078414	8.216984222	8.162753063	8.151662322
1700085B13Rik	7.914729488	7.91830037	7.854089778	7.891205861	7.887000497	7.833514943
1700085C21Rik	7.602866144	7.632805688	7.668959198	7.555198767	7.606778541	7.672607376
1700086D15Rik	7.789070085	7.787144335	7.697760234	7.812586653	7.737426973	7.756376575
1700086L19Rik	7.793930353	7.779142937	7.778613285	7.835143468	7.780565947	7.808564719
1700087I21Rik	8.151715156	8.142536986	8.103480492	8.105700162	8.057742276	8.076256708
1700088E04Rik	9.088705867	8.926514239	8.975830062	8.457751214	8.99443163	8.929103646
1700091H14Rik	7.85270959	7.865394417	7.834259623	7.798716391	7.81298765	7.828299532
1700092C17Rik	7.735132488	7.717848789	7.735132488	7.719075054	7.757321591	7.740996077
1700092K14Rik	7.811329844	7.811819791	7.766362372	7.85053614	7.811305521	7.797497729
1700092M07Rik	7.757710289	7.771135267	7.738597764	7.719075054	7.719729434	7.791439931
1700093J21Rik	7.907747602	7.935966048	7.872628873	8.007754501	7.97571646	7.95121086
1700093K21Rik	7.987014215	7.765787972	7.886196422	7.76714795	7.931766539	7.762694267
1700094D03Rik	7.808431762	7.888782973	7.824975066	7.828899054	7.909099674	7.847811389
1700095J03Rik	7.749883971	7.80796721	7.787317381	7.740120323	7.762337182	7.847261486
1700096P03Rik	7.747536515	7.861497423	7.781364788	7.714133554	7.748920258	7.782940501
1700101C01Rik	7.815622832	7.769799639	7.787317381	7.828165038	7.800953543	7.749451187
1700101E01Rik	7.814511404	7.81688961	7.781364788	7.777616798	7.768506964	7.806979847
1700101I19Rik	7.775477015	7.780517041	7.711693309	7.783876034	7.773803527	7.729518821
1700102P08Rik	7.901116432	7.923195362	7.853561924	7.751288915	7.826037886	7.922719569
1700104A03Rik	7.687029312	7.764401623	7.739637468	7.702364659	7.762819986	7.785686853
1700104B16Rik	7.72616151	7.724569587	7.793887175	7.734788207	7.766987647	7.757422427
1700105P06Rik	8.359362165	8.280383402	8.295553966	8.234757953	8.317492756	8.349770158
1700106J16Rik	7.715185674	7.777189752	7.809680615	7.744115117	7.78434414	7.767517771
1700108F19Rik	7.782372498	7.813591515	7.866558192	7.842456377	7.817517598	7.793930353
1700109F18Rik	7.823975594	7.828899054	7.835446662	7.803635006	7.84118414	7.824301532
1700109H08Rik	9.992351781	9.8898287	9.7407317	9.836269474	9.98997117	9.868701179
1700110M21Rik	7.810787474	7.840589616	7.840547111	7.835143468	7.862963901	7.755798292
1700111E14Rik	7.698208365	7.787144335	7.672659059	7.72497272	7.708703989	7.779620153
1700112D23Rik	7.830494267	7.772423076	7.867039149	7.894768977	7.828165038	7.80140839
1700112E06Rik	7.775477015	7.754093885	7.763485962	7.723411144	7.751828638	7.768031862
1700112H15Rik	7.736305093	7.734981841	7.743668691	7.755798292	7.78501068	7.800842398
1700112M01Rik	7.67784575	7.736201156	7.649879573	7.73260198	7.699759229	7.747062275
1700113H08Rik	7.810190846	7.803026777	7.827614402	7.815622832	7.860016298	7.757422427
1700116B05Rik	7.664389511	7.6664431	7.732390237	7.693829544	7.669272709	7.568143736
1700120B22Rik	7.676189638	7.634248862	7.696659071	7.643040387	7.726637048	7.683486013
1700120C14Rik	8.073076205	8.018666207	7.92410725	8.316188172	7.961955118	7.932150716
1700120K04Rik	7.764001446	7.712172725	7.782372498	7.807028208	7.804843686	7.760070653
1700122O11Rik	7.762664334	7.714775631	7.783508287	7.78250136	7.770995796	7.763675967
1700123I01Rik	7.644523123	7.653339311	7.663720953	7.578366875	7.648485684	7.585911247
1700123K08Rik	7.671357988	7.694847267	7.591942451	7.656811003	7.697219528	7.667380437
1700123L14Rik	7.761941686	7.779813497	7.848092637	7.762517583	7.767408482	7.755798292
1700123M08Rik	7.78306932	7.880139558	7.90330421	8.300300722	7.828673409	7.79445078
1700123O12Rik	7.692169079	7.779142937	7.742053581	7.785577678	7.653908393	7.825911687
1700123O20Rik	11.20208191	11.42445402	11.34087615	11.27229834	11.25951173	11.39367302
1700125H20Rik	7.84123139	7.777689404	7.87517871	7.800777112	7.806527278	7.842963277
1700127F24Rik	7.722796312	7.706662624	7.753922811	7.792710019	7.693044636	7.663316278
1700128E19Rik	7.793366548	7.741041155	7.772524973	7.803153353	7.758287833	7.78861352
1700128F08Rik	7.875969008	7.785428874	7.804804378	7.803635006	7.766987647	7.904938704
1700129C05Rik	7.770372239	7.871959022	7.853029193	7.826621258	7.724382029	7.810655465
1810009A15Rik	10.61757463	10.69569586	10.62928715	10.53959839	10.58386198	10.61531515
1810009J06Rik	7.82907132	7.82962171	7.779193533	7.794818971	7.820690184	7.835623445
1810009N02Rik	8.354082038	8.415644309	8.580015794	8.704309013	8.301146401	8.431781779
1810010D01Rik	7.793930353	7.802372292	7.810787474	7.813955378	7.8037437	7.839087929
1810010H24Rik	7.722796312	7.766589197	7.760557272	7.715387603	7.730673523	7.782372498
1810010K12Rik	7.806011666	7.786552704	7.856179783	7.757422427	7.736891047	7.708853992
1810011H11Rik	8.011699408	7.896739357	8.102157057	8.172546823	8.055778912	7.982150589
1810011O10Rik	9.349422644	9.214089472	9.292590599	8.908309841	9.336750142	9.213942528
1810012K16Rik	7.811983903	7.803635006	7.840547111	7.78501068	7.780066366	7.840157453
1810013D10Rik	10.81497475	10.7604178	10.73975523	11.52335096	10.64138337	10.72991535
1810013D15Rik	7.776087427	7.831965509	7.778043615	7.801172119	7.815106324	7.827700025
1810013L24Rik	9.690966518	9.719171863	9.62829695	9.318057784	9.685600494	9.642361904
1810015C11Rik	9.161920307	9.27547528	9.093678334	9.22620329	9.13409561	9.335710609
1810018F18Rik	7.888291757	7.911788026	7.962331461	7.988163071	7.939990986	7.963468525
1810019D21Rik	7.914729488	7.875969008	7.935446601	7.882586884	7.94291857	7.872135606
1810019J16Rik	7.75953394	7.795952035	7.739637468	7.79815843	7.745476316	7.748288959
1810020O05Rik	7.748721468	7.806190667	7.842684314	7.793828689	7.77652893	7.691363319
1810022K09Rik	11.85537572	11.8794964	12.18896644	12.35247113	12.08146933	11.93315381
1810024B03Rik	7.902566433	7.935490458	8.00574221	7.920794521	7.981586156	7.954854521
1810026B05Rik	10.60828078	10.73339872	10.98234614	10.86129486	10.75647581	10.87731963
1810026J23Rik	9.65468615	9.495640926	9.711824633	9.748609872	9.661552889	9.680171873
1810027L02Rik	7.833514943	7.773045923	7.820141195	7.827101854	7.815106324	7.799654491
1810028F09Rik	7.818669863	7.777189752	7.768506964	7.757422427	7.749839118	7.729518821
1810030O07Rik	7.744916246	7.765067892	7.75558571	7.82291866	7.802840697	7.804754612
1810032O08Rik	9.221917027	9.356509657	9.372711868	9.462839523	9.20278314	9.249485599
1810033B17Rik	8.056584201	7.952686851	7.938546147	7.981046792	7.976216286	7.889311643
1810037I17Rik	13.69439213	13.70411005	13.6355342	12.74605184	13.60141321	13.54286248
1810041L15Rik	7.822365779	7.848811917	7.820141195	8.126215148	7.767933392	7.816729599
1810043G02Rik	8.745821988	8.6309364	8.851840155	8.428180361	8.825376345	8.637034426
1810043H04Rik	9.61186419	9.546219351	9.679522291	9.88870995	9.530499281	9.57332769
1810044D09Rik	8.325986664	8.344848303	8.293852091	8.374021852	8.348508481	8.295689741
1810046K07Rik	7.844320248	7.869166427	7.775516782	7.811262753	7.800019756	7.777532936
1810055G02Rik	10.45189254	10.51713525	10.73038811	10.75647581	10.46818599	10.62928715
1810058I24Rik	9.073190597	8.87833337	9.178296182	9.021354153	9.297442617	8.91195974
1810058N15Rik	7.610812835	7.686852822	7.653835154	7.612619629	7.659969037	7.632625075
1810062G17Rik	8.656699278	8.442392587	8.513298724	8.495937621	8.604886011	8.435643178
1810062O18Rik	8.386568426	8.349081759	8.397366364	8.473421961	8.327732677	8.375988849
1810064F22Rik	13.58840088	13.47153312	13.72149433	13.83359476	13.77190289	13.63159883
1810065E05Rik	7.800953543	7.814462013	7.83192189	7.821894168	7.807028208	7.803026777
2010001A14Rik	7.858069301	7.970532791	7.860996936	7.863412654	7.854216443	7.875876132
2010001E11Rik	7.643586412	7.710850085	7.665421565	7.661831564	7.639771484	7.703667014
2010001M06Rik	7.897970817	7.790914755	7.915599752	7.910422795	7.8213409	7.861038888
2010002M12Rik	7.701670526	7.680059439	7.700445118	7.705712594	7.685148092	7.665572701
2010003K11Rik	7.717062581	7.748870187	7.727869276	7.802635695	7.751288915	7.72793074
2010003O02Rik	8.101740178	8.127404556	8.407728834	8.566994597	8.376174531	8.351797298
2010004M13Rik	10.23443042	10.08724073	10.27125218	10.22522809	10.11090547	10.12068423
2010005H15Rik	7.715734967	7.595552838	7.633360576	7.803635006	7.783776668	7.59479822
2010007H06Rik	7.941772103	7.923195362	7.949212288	7.928285824	7.859148132	7.908215942
2010012O05Rik	7.863412654	7.831965509	7.939697437	7.886979872	7.895867178	7.79445078
2010015L04Rik	7.814511404	7.776047673	7.795902725	7.751828638	7.787237733	7.74764399
2010015P12Rik	8.250931687	8.425867939	8.149792921	8.224766584	8.268660563	8.299278392
2010016I18Rik	7.778043615	7.885347247	7.815700755	7.836630132	7.82971789	7.836487406
2010106E10Rik	7.870288038	7.839448575	7.845732264	7.878277307	7.831697736	7.869226712
2010107E04Rik	13.75831046	13.72814389	13.82866985	14.05058685	13.66129744	13.75831046
2010107G12Rik	7.748721468	7.823975594	7.832515863	7.824301532	7.785577678	7.800842398
2010107G23Rik	7.748185082	7.664936527	7.727869276	7.685728432	7.739586172	7.733567725
2010109A12Rik	7.779233333	7.80735928	7.781933183	7.851800338	7.828165038	7.793930353
2010109I03Rik	7.665730318	7.63146196	7.64151856	7.58809532	7.635902052	7.722461658
2010111I01Rik	9.362992294	9.768393882	9.044656319	9.090982527	9.185780142	9.646837179
2010204K13Rik	8.279792172	8.45290083	8.382156954	8.119459985	8.271794361	8.485165597
2010300C02Rik	7.821162193	7.832562756	7.957068914	7.92991985	7.815106324	7.878708888
2010320M18Rik	10.10643324	10.02969837	10.46853975	9.921205387	10.15427461	10.03199558
2200001K16Rik	7.862828142	7.794113374	7.855638839	7.854566069	7.848896587	7.791962805
2200002D01Rik	8.051627857	8.035612375	8.076545054	8.238975989	8.084819257	8.062346994
2200002J24Rik	7.747536515	7.832562756	7.817474975	7.79815843	7.824672188	7.78861352
2210008F06Rik	8.267818623	8.139275995	8.243414688	7.94641261	8.265043224	8.206986902
2210010C04Rik	7.880448022	7.798203048	7.811819791	7.789623834	7.814550518	7.770233716
2210011C24Rik	7.803635006	7.758815252	7.753922811	7.774374832	7.722698817	7.735374762
2210011G09Rik	9.008446617	9.149287331	9.186180105	9.247822811	9.038184223	9.182866173
2210013O21Rik	11.6024106	11.67404155	11.79503799	11.890755	11.49486456	11.74333171
2210015D19Rik	9.004235774	9.041278799	9.119548536	9.325062389	9.039151063	9.032001973
2210016F16Rik	8.212484373	8.259018126	8.366918532	8.358278263	8.251543338	8.299278392
2210016L21Rik	8.519376932	8.399580972	8.563170133	8.524143224	8.512520158	8.444350272
2210018M11Rik	11.42105083	11.43371423	11.16589193	11.32319917	11.39070726	11.47362382
2210037E17Rik	7.871378322	7.917194653	7.835446662	7.956053336	7.919170554	7.995052236
2210404O07Rik	7.956639194	8.040769339	8.021928471	8.040409227	7.933929902	7.991575164
2210404O09Rik	7.813364846	7.838179519	7.830912916	7.7899842	7.804843686	7.771801802
2210406O10Rik	7.753565475	7.760557272	7.786671373	7.765067892	7.79031021	7.781753619
2210407C18Rik	7.804284021	7.768506964	7.898719295	7.785577678	7.751288915	7.764302921
2210408F21Rik	7.72616151	7.790914755	7.784599805	7.876149614	7.749839118	7.785118615
2210408I21Rik	7.923195362	7.940743915	7.956498111	7.963468525	7.970788386	7.876409414
2210409D07Rik	7.826414303	7.812891736	7.766894179	7.821581121	7.799513049	7.824806553
2210411A11Rik	7.880448022	7.809965406	7.945356678	7.960813102	7.842822735	7.867743128
2210414B05Rik	7.728659465	7.682054818	7.680626409	7.644201599	7.707168508	7.703667014
2210416O15Rik	7.748721468	7.75283885	7.76290396	7.701712065	7.678443421	7.694987995
2210418O10Rik	12.75429121	12.65570999	12.97068921	12.65807248	12.76705771	12.78545379
2210419D22Rik	11.53880198	11.69816277	11.55042148	11.70245304	11.52264745	11.63023058
2300002M23Rik	7.855008296	7.870800754	7.856699167	7.832429466	7.816585676	7.823196719
2300005B03Rik	7.8376323	7.815661922	7.82971789	7.820586675	7.782227927	7.811125726
2300009A05Rik	9.12504814	8.893398882	9.240142098	9.097378312	9.310978514	9.098222277
2310001H17Rik	7.965576638	8.150719006	8.056184508	9.300832353	8.060234467	8.166519137
2310001K24Rik	7.737111741	7.762477456	7.8579036	7.865394417	7.74764399	7.771229503
2310002D06Rik	7.621881961	7.777189752	7.734616421	7.835143468	7.750758021	7.789685881
2310002J15Rik	7.82291866	7.780517041	7.789601388	7.744564564	7.758865152	7.813955378
2310002L09Rik	7.798716391	7.881825858	7.841681676	9.870209241	7.766362372	7.842963277
2310003H01Rik	9.036075311	9.225086199	9.239652749	9.285395608	9.041278799	9.169710958
2310003L06Rik	7.764001446	7.785956052	7.759493805	7.720576376	7.774374832	7.740996077
2310005E17Rik	7.810787474	7.800798621	7.909760808	7.830494267	7.780066366	7.855233943
2310005G13Rik	7.832835535	7.766589197	7.825384284	7.709698201	7.749839118	7.778043615
2310007B03Rik	7.805452443	7.862790325	7.889537397	7.824301532	7.834580225	7.872717133
2310007L24Rik	7.764623233	7.750708636	7.743170324	8.422076511	7.73151009	7.808564719
2310007O11Rik	10.08537515	9.924533524	9.710879989	9.831276076	10.0021803	10.03427452
2310008H04Rik	8.142610537	8.040769339	8.105718	8.061159109	8.205516936	8.153127171
2310008H09Rik	9.383067268	9.231299394	9.292590599	9.239316528	9.292481542	9.344713919
2310009A05Rik	11.75898915	11.78181999	11.96816211	11.99676757	11.59126986	11.78562986
2310009B15Rik	9.714654573	9.679663847	9.9284449	10.29013191	9.618479607	9.609079866
2310010J17Rik	7.880448022	7.840019205	7.856699167	7.962061597	7.838901821	7.833929824
2310010M20Rik	7.737111741	7.788896669	7.769080315	7.760557272	7.746690901	7.695539493
2310011E23Rik	7.734049677	7.74638303	7.778613285	7.796787596	7.716329117	7.739254204
2310011J03Rik	8.01555052	8.150128833	8.30353412	8.160705008	8.119917941	8.037379287
2310014F06Rik	10.37546854	10.27879138	9.870497418	8.757575746	10.32455134	10.28746041
2310014L17Rik	8.039154317	8.103678847	8.007368673	7.937400167	8.050323014	8.023510214
2310015B20Rik	7.747536515	7.760557272	7.805799323	8.563054479	7.73434267	7.824806553
2310015D24Rik	7.795759637	7.831965509	7.805309987	7.896447429	7.836445225	7.770811916
2310016D23Rik	7.778613285	7.771801802	7.753412974	8.178105991	7.783257789	7.748920258
2310016G11Rik	7.958750191	7.954919484	7.952751627	8.065398156	7.945740243	7.970910914
2310022A10Rik	8.623438219	8.762720066	8.833215788	9.69302217	8.671320884	8.874305207
2310022B05Rik	10.06148563	10.02172754	10.44099906	10.42140868	10.01919598	9.954471373
2310030G06Rik	7.788370572	7.785428874	7.779193533	7.76402713	7.798431209	7.781753619
2310033F14Rik	10.1433428	10.30251358	10.42666917	10.76400156	10.1155039	10.35399118
2310033P09Rik	8.60467986	8.59042939	8.611039415	8.669871347	8.59878462	8.605927086
2310034C09Rik	7.872628873	7.83384403	7.866110329	7.817140721	7.849439667	7.880223183
2310034G01Rik	7.645363874	7.700868701	7.761133704	7.709353465	7.693044636	7.786253586
2310035C23Rik	8.487671429	8.405621362	8.080224003	8.041657699	8.541971294	8.350940467
2310036O22Rik	11.58471528	11.61336816	11.69866698	11.33881077	11.38012091	11.6024106
2310039H08Rik	11.62653715	11.55042148	11.72415383	11.72338846	11.56079042	11.38614681
2310039L15Rik	7.947541952	7.937293758	7.89810327	7.97625893	7.92417266	7.955712234
2310040G07Rik	7.745570857	7.773718339	7.738059003	7.86772016	7.764826715	7.746108819
2310040G24Rik	7.738505838	7.932874486	7.741018616	8.911513458	7.699759229	7.893924646
2310042D19Rik	7.804284021	7.904957185	7.820141195	8.591296186	7.840589616	7.957609406
2310042E22Rik	7.807086094	7.82962171	7.890244993	7.877744697	7.791289573	7.873394739
